Question ID,Category,Topic,Ref #,Question (FI),Question (EN),Option A (FI),Option A (EN),Option B (FI),Option B (EN),Option C (FI),Option C (EN),Correct (A/B/C),Focus words (FI),Focus words (EN),Positive clues (FI),Positive clues (EN),Negative clues (FI),Negative clues (EN),Explanation (EN),Difficulty,Tags,Status,Reviewer notes
Q285,Transport & Traffic Safety,Yleinen taksinkuljettajan velvollisuus,Q20,Mikä seuraavista on oikein liittyen puhelimen hands-free-laitteeseen?,Which of the following is correct regarding a hands-free device?,"Hands-free-laitetta ei tarvitse käyttää ajoneuvon liikkuessa, jos puhelu kestää alle minuutin.",A hands-free device is not required while the vehicle is moving if the call lasts under a minute.,"Kuljettaja saa ajoneuvon liikkuessa puhua puhelimeen hands-free-laitetta käyttäen, jos se on kuljetuksen suorittamiseksi välttämätöntä.","The driver may use the phone with a hands-free device while driving, if it is essential for carrying out the transport.","Jos taksissa ei ole asiakkaita, kuljettaja saa ajoneuvon liikkuessa puhua puhelimeen ilman hands-free-laitetta.","If there are no customers, the driver may use the phone without a hands-free device while moving.",B,hands-free-laitteeseen,hands-free device,"hands-free-laitetta käyttäen, jos se on kuljetuksen suorittamiseksi välttämätöntä",using hands-free if essential for the transport,alle minuutin; ilman hands-free-laitetta,under a minute; without hands-free,Phone calls while driving require hands-free and must be essential for the transport (B).,Medium,phone; hands-free; essential,ai-draft,
Q286,Transport & Traffic Safety,Koulu / päivähoito,Q22,Miksi alkolukko vaaditaan pakollisena varusteena kunnan tilaamissa koulu- ja päivähoitokuljetuksissa?,Why is an alcolock required as mandatory equipment in municipally ordered school and daycare transport?,"Sillä estetään ajoneuvon liikkuminen, jos kuljettaja on nauttinut alkoholia.",It prevents the vehicle from being driven if the driver has consumed alcohol.,Se on tarkoitettu ainoastaan työnantajan seurantavälineeksi kuljettajan alkoholin käytöstä.,It is intended only as an employer monitoring tool for the driver's alcohol use.,Sillä poliisi tarkistaa liikenteen valvonnassa kuljettajan ajokunnon.,It allows the police to check the driver's fitness during traffic enforcement.,A,alkolukko; koulu- ja päivähoitokuljetuksissa,alcolock; school and daycare transport,"estetään ajoneuvon liikkuminen, jos kuljettaja on nauttinut alkoholia",prevents driving if the driver has consumed alcohol,työnantajan seurantavälineeksi; poliisi tarkistaa liikenteen valvonnassa kuljettajan ajokunnon,employer monitoring tool; police check fitness,The alcolock's purpose is to prevent an intoxicated driver from starting the vehicle (A). It is not an employer tool (B) or a police enforcement device (C).,Easy,alcolock; school transport; purpose,ai-draft,
Q287,Transport & Traffic Safety,Liikennesäännöt / ajotapa,Q23,Liikenteessä on poikkeusjärjestelyjä liikenneonnettomuuden vuoksi. Saat samaan aikaan keskenään ristiriitaisia toimintaohjeita kolmelta taholta. Kenen ohjeita tulee noudattaa?,Special traffic arrangements are in place due to an accident. You receive contradictory instructions from three parties simultaneously. Whose instructions must you follow?,Liikenneviraston.,The Finnish Transport Agency.,Poliisin.,The police.,Työnantajasi.,Your employer.,B,ristiriitaisia toimintaohjeita,contradictory instructions,Poliisin,the police,Liikenneviraston; Työnantajasi,the Transport Agency; your employer,The police have on-scene authority (B).,Easy,police authority; accident; traffic management,ai-draft,
Q288,Transport & Traffic Safety,Hätätilanne / poliisi / ensiapu,Q3,Miksi avun hälyttämiseen onnettomuuspaikalle kannattaa käyttää 112 Suomi -mobiilisovellusta?,Why is it recommended to use the 112 Suomi mobile app at an accident scene?,Hätäpuhelu menee sillä nopeimmin läpi.,Emergency calls go through fastest with it.,Hätäkeskus saa sen kautta automaattisesti tiedon onnettomuuspaikan sijainnista.,The emergency centre automatically receives the accident location through it.,Soittaminen sen kautta on halvempaa.,Calling through it is cheaper.,B,112 Suomi -mobiilisovellusta,112 Suomi app,automaattisesti tiedon onnettomuuspaikan sijainnista,automatically sends the accident location,nopeimmin läpi; halvempaa,fastest; cheaper,The app sends GPS location automatically (B).,Easy,112 app; emergency; GPS,ai-draft,
Q289,Transport & Traffic Safety,Koulu / päivähoito,Q37,"Alkolukko on pakollinen varuste autoissa, joilla suoritetaan koulu- tai päivähoitokuljetuksia. Alkolukko säädetään siten, että ajoneuvon käynnistyminen estyy, jos kuljettajan uloshengitysilman alkoholipitoisuus on?",The alcolock is mandatory in school/daycare transport vehicles. It is set so that the vehicle cannot start if the driver's breath alcohol concentration is?,"0,10 mg/l tai enemmän.",0.10 mg/l or more.,"0,50 mg/l tai enemmän.",0.50 mg/l or more.,Yli 0 mg/l.,Above 0 mg/l.,A,uloshengitysilman alkoholipitoisuus; käynnistyminen estyy,breath alcohol concentration; vehicle cannot start,"0,10 mg/l tai enemmän",0.10 mg/l or more,"0,50 mg/l; Yli 0 mg/l",0.50 mg/l; above 0 mg/l,"The school-transport alcolock threshold is 0.10 mg/l (A), stricter than the general drink-drive limit of 0.22 mg/l.",Hard,alcolock; 0.10 mg/l; school transport; threshold,ai-draft,
Q290,Transport & Traffic Safety,Liikennesäännöt / ajotapa,Q4,Miksi sinun on pimeässä moottoritielle pysähtyessäsi laitettava ajovalot päälle?,Why must you put on your lights when stopping on a motorway in the dark?,Jotta muut tienkäyttäjät näkevät pysähtyneen ajoneuvosi.,So that other road users can see your stationary vehicle.,Jotta havaitset paremmin tiealueella liikkuvat villieläimet.,So that you can better spot wild animals on the road area.,Koska pysäköinti- tai lähivalot kuluttavat vähemmän virtaa kuin lähivalot.,Because parking or dipped lights consume less power than dipped headlights.,A,pimeässä moottoritielle pysähtyessäsi,stopping on a motorway in the dark,muut tienkäyttäjät näkevät pysähtyneen ajoneuvosi,other road users can see your vehicle,villieläimet; kuluttavat vähemmän virtaa,wild animals; consume less power,Making your vehicle visible to approaching traffic prevents rear-end collisions (A).,Easy,lights; visibility; motorway; night,ai-draft,
Q291,Transport & Traffic Safety,Luvat / työaika / viranomaiset,Q5,"Kenen antamia liikennemääräyksiä tulee noudattaa, kun reitillä on liikenteen ohjaaja?",Whose traffic directions must you follow when there is a traffic controller on your route?,Traficomin.,Traficom's.,Tietyömaan urakoitsijan.,The road-works contractor's.,Liikenteen valvojan.,The traffic controller's.,C,liikenteen ohjaaja,traffic controller,Liikenteen valvojan,the traffic controller's,Traficomin; Tietyömaan urakoitsijan,Traficom's; the contractor's,The on-site traffic controller's directions must be followed (C).,Easy,traffic controller; authority,ai-draft,
Q292,Transport & Traffic Safety,Luvat / työaika / viranomaiset,Q55,"Kenen vastuulla on huolehtia, että taksissa on mukana liikennelupa?",Whose responsibility is it to ensure the taxi transport licence is in the taxi?,Taksinkuljettajan.,The taxi driver's.,Taksiliikennelupa haltijan.,The taxi transport licence holder's.,Taksiyrittäjän.,The taxi operator's.,A,on mukana liikennelupa,the transport licence is in the taxi,Taksinkuljettajan,the taxi driver's,Taksiliikennelupa haltijan; Taksiyrittäjän,the licence holder's; the taxi operator's,The driver is responsible for carrying the licence (A).,Easy,transport licence; driver responsibility,ai-draft,
Q293,Transport & Traffic Safety,Liikennesäännöt / ajotapa,Q60,Ajaessasi taksia saatko ajaa kyseisen liikennemerkin vaikutusalueella?,"When driving a taxi, may you drive in the area of the given sign (restricted access)?",Aina ajaessasi taksia.,Always when I am driving a taxi.,Vain jos asiakkaalla on painavia matkatavaroita.,Only if the customer has heavy luggage.,Aina jos noudan tai tuon asiakkaan.,Always if I am picking up or dropping off a customer.,C,liikennemerkin vaikutusalueella,area of the sign,Aina jos noudan tai tuon asiakkaan,always if picking up or dropping off,Aina ajaessasi taksia; painavia matkatavaroita,always; heavy luggage,Pickup or drop-off grants access (C).,Medium,restricted zone; pickup; drop-off,ai-draft,
Q294,Transport & Traffic Safety,Yleinen taksinkuljettajan velvollisuus,Q61,Milloin asiakkaalle on tarjottava kuitti?,When must a receipt be offered to the customer?,Vain jos asiakas erikseen pyytää.,Only if the customer specifically asks.,Ei koskaan — kuitti on vapaaehtoinen.,Never — a receipt is optional.,Aina jos noudan tai tuon asiakkaan.,Always when picking up or dropping off a customer.,C,kuitti,receipt,Aina jos noudan tai tuon asiakkaan,always for every ride,Vain jos asiakas erikseen pyytää; Ei koskaan,only if asked; never,A receipt must always be offered for every ride (C).,Easy,receipt; mandatory; review-flag,ai-draft,OCR RECONSTRUCTION: source question was garbled ('Kysymys on pakollinen?'); reconstructed as a receipt question based on context and the C option text. Key (C) unchanged.
Q295,Transport & Traffic Safety,Hätätilanne / poliisi / ensiapu,Q64,"Kuinka sinun tulee toimia, jos taksissa matkustava asiakas käyttäytyy aggressiivisesti?",How must you act if a passenger in your taxi behaves aggressively?,Jatkat ajoa puuttumatta asiaan.,You continue driving without intervening.,Vastaat aggressioon samalla tavalla.,You respond to the aggression in kind.,Rauhoittelet häntä puhumalla hänelle rauhallisesti ja ystävällisesti.,You try to calm them down by speaking calmly and kindly.,C,käyttäytyy aggressiivisesti,behaves aggressively,puhumalla hänelle rauhallisesti ja ystävällisesti,speaking calmly and kindly,puuttumatta asiaan; Vastaat aggressioon samalla tavalla,without intervening; respond in kind,Respond calmly to de-escalate (C).,Easy,aggressive passenger; de-escalation,ai-draft,
Q296,Transport & Traffic Safety,Hätätilanne / poliisi / ensiapu,Q71,"Taksiin tulee päihtynyt asiakas, joka ei pysty kertomaan osoitettaan tai määränpäätään. Miten kuljettajan tulee toimia?",An intoxicated customer boards who cannot state their address or destination. How must the driver act?,Jätät asiakkaan välittömästi kadulle ja jatkat työvuoroa.,You leave the customer immediately on the street and continue your shift.,"Huolehdit asiakkaan turvallisuudesta, yrität selvittää määränpään ja tarvittaessa soitat poliisin paikalle.","You look after the customer's safety, try to establish their destination, and call the police if needed.","Lähdet ajamaan ilman määränpäätä ja päätät itse, minne viet asiakkaan.",You start driving without a destination and decide yourself where to take the customer.,B,päihtynyt asiakas; ei pysty kertomaan osoitettaan,an intoxicated customer; cannot state their address,Huolehdit asiakkaan turvallisuudesta; yrität selvittää määränpään; soitat poliisin paikalle,you look after their safety; try to establish the destination; call the police if needed,"Jätät asiakkaan välittömästi kadulle; päätät itse, minne viet",leave on the street; decide yourself where to take them,"Ensure safety, try to find the destination, call police if necessary (B). Abandoning them (A) is unsafe; driving aimlessly and deciding the destination yourself (C) is wrong.",Medium,intoxicated passenger; duty of care; police,ai-draft,
Q297,Transport & Traffic Safety,Liikennesäännöt / ajotapa,Q72,"Millä tavoin taksinkuljettajan tulee toimia liikenteessä, jotta hän täyttää tienkäyttäjän ennakointivelvollisuuden?",How must a taxi driver act in traffic to fulfil the duty to anticipate?,"Ajamalla mahdollisimman nopeasti, jotta liikenne sujuu.",By driving as fast as possible so traffic flows well.,Keskittymällä vain omaan ajoneuvoonsa välittämättä muista.,By focusing only on their own vehicle and disregarding others.,Taksinkuljettajan on tienkäyttäjänä ennakoitava toisten tienkäyttäjien toimintaa.,"As a road user, the taxi driver must anticipate the actions of other road users.",C,ennakointivelvollisuuden,duty to anticipate,ennakoitava toisten tienkäyttäjien toimintaa,anticipate the actions of other road users,mahdollisimman nopeasti; Keskittymällä vain omaan ajoneuvoonsa,as fast as possible; focusing only on own vehicle,Anticipate other road users (C).,Easy,anticipation; road user; traffic safety,ai-draft,
Q298,Transport & Traffic Safety,Yleinen taksinkuljettajan velvollisuus,Q74,Missä asiakkaan tulisi istua kuljettajan turvallisuuden vuoksi?,Where should the customer sit for the driver's safety?,Etupenkillä kuljettajan vieressä.,In the front seat next to the driver.,Takapenkillä oikealla puolella.,In the back seat on the right side.,Takapenkillä etupenkin takana kuljettajan vieressä.,In the back seat behind the front seat next to the driver.,B,kuljettajan turvallisuuden vuoksi,for the driver's safety,Takapenkillä oikealla puolella,in the back seat on the right side,Etupenkillä kuljettajan vieressä; Takapenkillä etupenkin takana kuljettajan vieressä,front seat next to the driver; behind the front seat next to the driver,Sitting in the back right keeps the passenger away from the driver and in the driver's field of vision via the rear-view mirror (B). The seat directly behind the driver (C) is a blind spot.,Medium,passenger seating; driver safety; back right,ai-draft,
Q299,Transport & Traffic Safety,Koulu / päivähoito,Q9,Miten alkolukkoa tulee käyttää koulu- ja päivähoitokuljetuksissa?,How must the alcolock be used in school and daycare transport?,Poikkeustapauksessa taksiluvan haltijalla on oikeus olla käyttämättä alkolukkoa.,In exceptional cases the licence holder may waive the alcolock requirement.,"Jos ajoneuvo ei käynnisty, kuljettaja voi vaihtaa sellaiseen ajoneuvoon, jossa ei ole alkolukkoa.","If the vehicle will not start, the driver may switch to a vehicle without an alcolock.","Koulu- ja päivähoitokuljetuksissa tulee aina käyttää ajoneuvoa, johon on asennettu alkolukko.",School and daycare transport must always use a vehicle fitted with an alcolock.,C,alkolukkoa tulee käyttää; koulu- ja päivähoitokuljetuksissa,use the alcolock; school and daycare transport,"aina käyttää ajoneuvoa, johon on asennettu alkolukko",always use a vehicle fitted with an alcolock,"Poikkeustapauksessa taksiluvan haltijalla on oikeus olla käyttämättä alkolukkoa; vaihtaa sellaiseen ajoneuvoon, jossa ei ole alkolukkoa",may waive in exceptional cases; switch to a vehicle without one,An alcolock-fitted vehicle is always required for school/daycare transport — no exceptions (C). Waiving (A) and bypassing by switching vehicle (B) are both prohibited.,Medium,alcolock; school transport; always required,ai-draft,
